user_id,device_id,location,login_time,ip_address,browser,is_suspicious
973,dev_46,London,78707,192.168.1.57,Safari,0
974,dev_35,London,30933,192.168.1.25,Safari,0
975,dev_253,London,5774,192.168.1.214,Firefox,1
976,dev_390,London,72055,192.168.1.31,Safari,0
977,dev_82,Toronto,10983,192.168.1.81,Edge,0
978,dev_371,New York,18133,192.168.1.183,Chrome,0
979,dev_256,Mumbai,14939,192.168.1.23,Safari,0
980,dev_197,Berlin,781,192.168.1.32,Edge,0
981,dev_303,Mumbai,56700,192.168.1.190,Firefox,0
982,dev_409,Mumbai,27624,192.168.1.74,Edge,0
983,dev_450,New York,6823,192.168.1.10,Firefox,0
984,dev_10,New York,18489,192.168.1.228,Firefox,0
985,dev_312,New York,39961,192.168.1.200,Chrome,0
986,dev_286,London,29118,192.168.1.54,Chrome,0
987,dev_242,Toronto,81816,192.168.1.52,Edge,0
988,dev_251,London,22263,192.168.1.148,Chrome,0
989,dev_365,Toronto,13565,192.168.1.160,Chrome,0
990,dev_5,Toronto,20354,192.168.1.114,Chrome,0
991,dev_119,Mumbai,42951,192.168.1.14,Edge,0
992,dev_289,Mumbai,23648,192.168.1.178,Safari,0
993,dev_374,Toronto,50729,192.168.1.156,Chrome,0
994,dev_65,Toronto,41971,192.168.1.110,Chrome,0
995,dev_146,London,18658,192.168.1.244,Edge,0
996,dev_224,London,21253,192.168.1.53,Safari,0
997,dev_239,Mumbai,64166,192.168.1.152,Chrome,0
998,dev_177,New York,48563,192.168.1.79,Firefox,0
999,dev_267,Toronto,26390,192.168.1.22,Edge,0
1000,dev_341,London,51578,192.168.1.30,Chrome,0
